NAME,metropolitan statistical area/micropolitan statistical area,associates_degree,bachelors_degree,bachelors_plus_percent,doctorate_degree,edu_high_school_grad,edu_less_than_hs,edu_some_college,education_total,ged_or_alternative,grade_1,grade_10,grade_11,grade_12_no_diploma,grade_2,grade_3,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,high_school_diploma,kindergarten,masters_degree,no_schooling,nursery_school,professional_degree,some_college_1_or_more_years,some_college_less_1_year
"College Station-Bryan, TX Metro Area",17780,10285,33510,39.0511045518921,7542,23.789890272795862,11.658349988749322,25.50065518656272,151102,6729,244,2141,2497,2755,182,218,204,279,1834,370,1246,2251,29218,24,15405,3319,52,2550,19037,9210
"Colorado Springs, CO Metro Area",17820,55702,126042,40.994632948599175,8828,19.7358154382236,4.8536555012770695,34.41589611190016,506237,19580,29,2942,4137,6359,87,246,277,306,1368,422,1042,1986,80330,0,63603,5338,32,9057,80294,38230
"Columbia, MO Metro Area",17860,9598,35027,47.479767903496715,5468,22.613376087952357,6.008550923805161,23.898305084745765,130980,4883,62,1459,1497,1148,1,67,18,66,244,231,975,664,24736,3,17077,1427,8,4617,13841,7863
"Columbia, SC Metro Area",17900,53625,116586,35.04178253081227,10169,25.276689830565992,8.894615866824546,30.786911771797193,559923,21954,179,8432,10011,10345,215,377,309,827,2283,1702,3558,5819,119576,66,57056,5613,67,12396,83007,35751
"Columbus, GA-AL Metro Area",17980,21769,34819,26.875261202426714,2628,28.064736868693828,11.740446305966207,33.31955562291325,217743,10996,6,4488,4609,5020,239,135,329,408,854,1196,1775,2884,50113,10,17408,3535,76,3664,35735,15047
"Columbus, IN Metro Area",18020,4537,11362,35.3804978142564,419,31.37835667766973,7.854402712106342,25.386742795967525,56045,3398,0,682,856,1069,0,0,0,20,109,193,130,565,14188,0,6957,778,0,1091,6458,3233
"Columbus, MS Micro Area",18060,4055,7051,24.26782845952428,351,33.46535524897133,13.138380971241226,29.12843532026316,45447,2769,0,988,1650,692,19,0,31,95,88,242,661,737,12440,4,2959,764,0,668,6707,2476
"Columbus, NE Micro Area",18100,3805,4572,21.82886776145203,88,30.938634399308558,13.16162489196197,34.070872947277444,28925,1050,4,245,416,546,0,224,131,133,434,293,244,548,7899,0,1373,589,0,281,3712,2338
"Columbus, OH Metro Area",18140,109319,355537,39.41666655209346,24859,26.724406980533093,7.909744726309813,25.949181741063633,1454674,45687,248,19153,23227,22052,1248,553,648,1515,3919,2243,7718,11057,343066,325,156566,20738,417,36422,180173,87984
"Concord, NH Micro Area",18180,12167,24877,38.07981296068248,1949,28.20581463832521,6.284913708482804,27.429458692509506,112062,5338,0,1493,1434,1293,16,67,60,19,144,136,935,920,26270,13,12835,480,33,3012,11568,7003
"Connersville, IN Micro Area",18220,1391,2021,16.440875375467417,39,42.30981425856679,14.123705020535768,27.125605345430024,16313,2022,3,410,477,295,0,0,0,44,77,8,337,312,4880,0,559,341,0,63,1861,1173
"Cookeville, TN Micro Area",18260,6050,13822,22.06652832282057,1304,37.70109510796984,14.065870847116352,26.166505722093238,97342,6465,28,1884,2533,1891,15,194,193,66,512,684,2842,1669,30234,0,5087,1155,26,1267,12467,6954
"Coos Bay-North Bend, OR Micro Area",18300,5485,6445,21.6918897943345,427,30.54755631803607,8.980250393154014,38.78030349447542,48963,3077,0,916,1251,902,0,25,0,17,145,30,325,307,11880,40,3081,434,5,668,8579,4924
"Corbin, KY Micro Area",18340,6486,8650,16.679463705628727,880,38.96107731380308,19.67790837320103,24.681550607367157,101586,8859,32,3553,3047,1736,25,189,244,296,469,960,4922,2902,30720,0,6004,1615,0,1410,12910,5677
"Cordele, GA Micro Area",18380,1342,1291,15.514870830016644,138,37.158984007525866,15.811563788986177,31.514581373471305,13819,628,0,490,687,327,0,0,12,0,203,54,124,91,4507,0,443,197,0,272,2008,1005
"Corinth, MS Micro Area",18420,2106,2822,18.435614728520907,104,34.944872061576866,16.57582691907635,30.043686290825878,24035,2193,0,1030,655,427,0,91,9,107,180,221,617,400,6206,0,1179,247,0,326,3719,1396
"Cornelia, GA Micro Area",18460,1989,4628,24.24563591022444,362,32.6215710723192,17.674563591022444,25.458229426433913,32080,2666,0,912,655,584,9,128,133,54,528,422,537,979,7799,0,2202,729,0,586,4218,1960
"Corning, NY Micro Area",18500,9458,8704,26.021209740769834,1365,34.93262432775394,8.2074445585836,30.838721372892625,66196,4279,20,1003,1088,1065,47,0,37,2,69,100,713,463,18845,0,6159,821,5,997,6521,4435
"Corpus Christi, TX Metro Area",18580,26183,44872,22.955575581142153,2765,30.271316920541224,14.549072551062453,32.22403494725417,298507,16703,173,5253,7359,5843,411,1035,695,978,3419,1910,3243,6470,73659,11,17368,6541,89,3519,48636,21372
"Corsicana, TX Micro Area",18620,3052,4059,17.07195593577874,267,29.05777569436306,20.64924411109809,33.22102425876011,34132,1961,27,995,854,826,78,98,61,67,985,399,464,928,7957,0,1271,1246,20,230,6071,2216
"Cortland, NY Micro Area",18660,3731,4328,28.33230642842473,532,31.73820770863285,9.088108441158349,30.841377421784077,29214,1954,9,290,603,534,0,40,0,87,56,63,284,251,7318,0,2944,435,3,473,3222,2057
"Corvallis, OR Metro Area",18700,5082,17133,54.356895333580056,4384,14.041314806715338,3.986811560071325,27.61497829963328,59446,1440,0,244,511,428,20,102,10,30,116,57,177,396,6907,0,8915,279,0,1881,7905,3429
"Coshocton, OH Micro Area",18740,2495,2827,16.747890169975037,121,41.54681247276041,14.968897341416062,26.73640001584849,25239,1282,3,505,463,630,0,8,9,0,49,24,1332,367,9204,5,1189,373,10,90,2788,1465
"Crawfordsville, IN Micro Area",18820,2130,3259,19.53810623556582,288,41.08160123171671,11.058506543494996,28.32178598922248,25980,1373,0,554,620,522,2,0,9,24,96,43,197,519,9300,0,1458,269,18,71,3317,1911
"Crescent City, CA Micro Area",18860,2001,2540,20.974160076562736,202,25.577998287412484,14.456253462952704,38.99158817307208,19853,963,0,343,521,744,37,71,3,1,255,3,212,424,4115,0,1063,256,0,359,3839,1901
"Crestview-Fort Walton Beach-Destin, FL Metro Area",18880,23516,44534,34.22375071547066,2326,25.22240223517884,7.153251389710805,33.40059565963969,206158,9743,70,2678,2732,2731,53,370,293,107,462,526,1236,1260,42255,155,19824,2015,59,3871,28473,16869
